comentario,sentimento
o parque está muito bem cuidado mas não pretendo voltar com meus filhos pois para crianças de até tem poucas opções outro ponto importante é desmontar os brinquedos que não estão operando passa uma sensação de abandono se não dá para desmontar coloque tapumes com estampas alegres muda muito o astral,1
parque com ótima infraestrutura e as atrações da hora do horror estão muito massa super recomendo esse tipo de passeio tive apenas um problema no início com a fila da montanha russa principal pois no dia em que fui tinha excursões de escolas com muitos adolescentes e com isso muita fila no início recomendo que quando o parque estiver assim os visitantes irem direto comprar o passe vip para evitar stress,1
frequento o parque desde de e nunca tinha visto ele assim filas grandes mas muito rápidas na montezum carrinhos e eles fazem a liberação do trem rápido e com segurança vurang com carrinhos também ou seja em quesito fila o parque melhorou katapul se torna a mais lenta por conta das paradas técnicas mas vale a pena alimentação está melhorando comi no euro burguer muito bom um lanche artesanal e batata rústica mas ainda precisam melhorar mais agilidade no preparo e entrega dos alimentos uma coisa que precisa melhorar muito são os banheiros e algumas tematizacoes tintas desgastadas vale a pena ir ao parque a cada ano melhorando,1
tinha tudo para ser um belo parque e um belo passeio mas com muitos brinquedos quebradoscomemorando anos porém sem nenhuma novidade sem novas atrações e muitas ultrapassassebanheiros muito sujos e velhos com portas quebradas sem papel torneiras quebradas chão todo molhado as lojas dentro do parque sem nada para comprar além de bonés e camisetas do parque à reaistristeespero que melhorem,0
conheco o hopi hari desde o dia de sua inauguracao alias estive na inauguracao do parque o hopi hari passou por varias fases boas e ruins e nesses anos de existencia tem se mantido como um parque tematico que em geral agrada o publico que o frequenta no ultimo dia de novembro de estive no parque com a minha familia e posso dizer que das ultimas vezes que estive la esta foi a melhor de todas por diversas razoes posso afirmar isso o parque foi reformado e em geral esta bem conservado o preco e muito razoavel se compararmos com outras parques ao redor do mundo alem disso e possivel parcela o valor em ate vezes o adulto custa r crianca custa r ate nos de idade e acima de anos e ate anos e gratis em geral pouquissimos brinquedos nao estao funcionando e os funcionarios de uma maneira geral sao muito atenciosos gostaria de elogiar os funcionarios do rio bravo que alem de eficientes foram muito atenciosos o parque fica em uma regiao de muito calor entao vale a pena levar um bone e protetor solar dificilmente chove entao da para se divertir bastante a comida e variada e existem varios quiosques espalhados pelo parque o show dos cowboys e a parada no final do dia de natal foram surpreendentes o papai noel nos recebeu gentilmente e fiquei admirada quando ele me perguntou o que eu queria de natal preparadissimo como papai noel os banheiros sao relativamente limpos tem armarios caso o visitante deseje guarda alguma coisa no valor de r a r o periodo no entanto so tem cadeiras motorizadas e para o tamanho do publico do parque sugiro que no minimo tivesse o dobro varias lojas de roupas e acessorios em geral estao espalhadas pelo parque e o valor das pecas e o mesmo de shopping center enfim vale a pena o passeio e as criancas vao adorar,1
o parque é muito bom não vejo a hora de ir de novo os brinquedos são sensacionais super recomendo,1
tenho ótimas lembranças desse parque de quando era criança mas infelizmente hoje o parque só piora pra começar a regra ridícula de que você não pode sair e voltar para o parque com o mesmo ticket por exemplo entrou no parque e esqueceu algo no carro se voltar pro carro e quiser entrar novamente no parque terá de comprar um ticket novo as filas são extremamente longas e demoradas mas se você quiser esperar menos pode pagar cerca de reais a mais em um vip pass e o que acontece se você perder o seu vip pass você perde seu dinheiro porque eles não vão resolver o seu problema mesmo que você mostre a nota fiscal ficou muito claro como o parque está falido e desesperado por dinheiroalguns quiosques que vendem água simplesmente não aceitam dinheiro fomos informados que deveriamos trocar o dinheiro para um dinheiro fake do parquealgumas atrações ainda são bonitinhas como o kastel di lendas o rio bravo mas outras mais especificamente a montezum com certeza está com seus dias contados essa montanha russa já tem cerca de anos e acredito que nunca tenha sido restaurada montanhas russas devem ser restauradas de tempos em tempos principalmente as que são de madeira durante a nossa visita vimos várias vezes no dia a montezum parar com problemas técnicos e o mais assustador foi ver um funcionário andando pelos trilhos carregando alguma peça esperamos cerca de horas na fila debaixo do sol já que não tinha uma sombra sequer em meio de várias pessoas passando mal por conta do calor e quando chegou a nossa vez me arrependi de ter ido chacoalha muito saímos de lá quebrados com dor no corpo e uma dor de cabeça que durou o dia inteiro me surpreende que ninguém tenha se ferido ainda e espero que eles tomem alguma atitude antes que algo aconteça como aconteceu com a torreinfelizmente o parque não tem uma capacidade para comportar muitas pessoas não existe eficiência poucos lugares e opções do que comer o que salvou o nosso dia foi a hora do horror foi um evento bem legal as casas e as zonas de susto foram bem divertidasfora isso é triste ver no que o parque se transformou,0
fui no dia outubro dia das crianças com a minha filha de anos viajamos de bem longe para ir nesse parque aí e foi uma decepção chegamos no parque umas horas da tarde e saímos tudo tem fila nesse lugar e são filas bem grandes pois se não comprássemos passe vip que custa r por pessoa e éramos em ficaríamos uma média de h na fila e olha que mesmo com o passe pegamos uma meia hora de fila até aí tudo bem pois sabemos que todo parque tem filas outro ponto muito negativo foi o fato de boa parte dos brinquedos estar quebrado ou ter falha técnica no meio do funcionamento conseguimos ir em apenas dois brinquedos por conta da fila e dos problemas técnicos conseguimos ir no montezum mas não terminamos o percurso por conta de uma parada técnica nós e mais umas pessoas ficamos esperando por min a equipe técnica chegar embaixo de um calor infernal o brinquedo andou um pouco e logo depois teve outra parada que durou um pouco menos depois disso fomos tomar um sorvete e a moça que fez a minha taça era completamente desqualificada devia ser novata coitada demorou meia hora para fazer e se atrapalhou com o sifão pedi para ela deixar sem chantilly mesmo os preços também são bem salgados r de estacionamento e r de cinco bolas de sorvete e dois picolés jundiá enfim provavelmente não voltarei mais a experiência foi decepcionante e não recomendo que vão,0
apenas bom sinceramente não sinto mais tanta empolgação como antes as atrações não mudam muito mas a hora do horror é legal,0
agradável surpresa com a reestruturação do parque infelizmente ele continua possuindo problemas de gestão e logística tanto na manutenção dos equipamentos quanto no atendimento das praças de alimentação,0
não sei se há um interesse por trás das filas impraticáveis mas o parque tem o tal vip pass que dá acesso prioritário aos brinquedos basta que vc pague mais por isso como se o passaporte normal fosse baratomas enfimo fato é que chegamos a ficar h na fila no splash mais min na fila do vulaviking mais quase h na fila do dismontie assim foi o nosso domingo no parque perdemos tanto tempo nas filas que não conseguimos aproveitar o parquealém desse fato crucial não posso deixar de mencionar a necessidade de interditar aquela montanha russa de madeira vi duas garotas sangrando no banheiro por lesões pós montezum uma no nariz e a outra na boca minha noiva também se machucou e saiu bastante tonta do brinquedo de tanto bater a cabeçaa sensação ficamos foi que não valeu a pena passamos das hsim chegamos bem antes mas até entrar no parquefilas e filas e mais filas até as h no parque e fomos em brinquedos vez em cada um deles pq não dava para encarar as filas de novo em média brinquedo por hora descontando a horinha para o almoço e idas ao banheiro com filas tbps a hora do horror é horrorosaum monte de gente fantasiada pregando susto nas crianças achei sem sentido,0
bom dia fui visitar o parque no dia e já conhecia o parque bem antes de fechar o que acho sacanagem é que existem brinquedos que começam mais tarde e acabam mais cedo por exemplo tem brinquedos infantis que levei minha filha que as já encerrava tudo isso porque abria a partir das o horario do parque era das as mas as já tinham um monte de brinquedos já fechados os radicais eram impossivel filas gigantescas na minha opiniao o que mudou foi o preço do ingresso agora sendo de digitos pois as demais coisas foi um cartaz pendurado algumas pinturas ou seja nao recomendo ou se for vai durante a semana e torça para nao ter nenhuma excursão no dia,0
estive no parque com meus filhos nesse mês de outubro em uma sextafeira confesso que quando cheguei em frente tive vontade de ir embora devido ao grande número de ônibus escolares cheios de adolescentes só não voltei por causa das crianças o parque é muito bonito grande muitos briquedos porém as filas estavam gigantescas muitos adolescentes mal educados furando fila tive que me indispor com alguns deles não aceitei passarem na minha frente porém eles acabam furando a fila em outros locais conseguimos brincar em alguns com as filas menores almoçamos no restaurante onde tem uma apresentação tipo um show country o show é interessante somente para adultos para as crianças não é atrativo a comida não é boa achei o horário de abertura ruim hs da manhã o sol eatava escaldante deveriam abrir pelo menos às pra dar para aproveitar mais o parque compre as entradas pelo peixe urbano sai mais em conta nossa internet não pegou no local os banheiros são limpos e tem bebedouros espalhados pelo parque a tal da hora do horror que começa no fim da tarde acaba assustando as crianças menores com aqueles montros horrorosos aconselho os pais à irem embora antes de começar enfim achei o passeio caro e cansativo para os adultos mas para as crianças tudo é festa,0
visitei o parque no final de outubro e só decepçõesalimentação horrível e cara lanchescombo na faixa de se puder leve seu lanche de casavários brinquedos fechados e alguns deles como o katakumb funcionando somente por algumas horasparque abre as hrs mas alguns brinquedos só começam a funcionar quase hora depois isso quando não param por problemas técnicos como aconteceu com a gente no spleshina mina del joe sacramento fecharam o acesso sem mais nem menos e só voltaram cerca de minutos depois deixando o pessoal na fila esperandoekatomb fechadosimulákron fechadoroda gigante tem placas dizendo que brinquedo fecha as fecharam o acesso muito antesmuitos brinquedos com filas de quase horas alguns deles só conseguimos ir já de noitetheatro di kaminda com a mesma peça de anos atrás a história é a mesma poderiam mudar um pouco o enredoantigamente dava para visitar montezum katapul vurang katakumb ekatomb e ainda sobrava tempo para outros brinquedose para piorar parece que as filas não andam já que muitos adquirem o vip pass por e vão cortando filasnão volto nunca mais,0
atrações muito legais porém fui na sexta que é aberto a excursões de escolas e as filas estavam enormes tivemos que comprar o vip pass para conseguirmos ir nos brinquedos principais diversidade de lanches muitos banheiros enfim a visita compensa dica verifique antes se o dia que você vai não será dia de excursão de escola,1
eu já fui muitas vezes ao hopi hari sempre amei muito o parque nos últimos anos ficou melhor ainda todas as vezes que eu fui não estava muito lotado filas pequenas pra ir nos brinquedos e também pra comprar comidaneste sábado voltei lá para passar o dia o parque estava ótimo sem filas todos os brinquedos funcionando bem mas foi ir na montezum que estragou meu dia essa montanha russa balança demais trepida muito eu entendo que é um brinquedo radical mas saímos todos com fortes dores de coluna e na cabeça minha perna toda roxa de tanto bater incontrolavelmente o que era pra ser radical acabou sendo assustador ainda bem que fui nela já era noite se não ia ter que ir embora no meio do dia de tanta dorela precisa de manutenção urgentemente ou alguém ainda vai ter uma lesão séria na coluna,0
fui no dia sábado sim tinha algumas filas mas nada exageradamente o mais demorado foi a fila da katapul sendo de sobre o almoço rápido e quente preço padrãosobre os brinquedos não vi perigo algum pelo contrario fui com medo do que encontrar lá e me surpreendi o parque está se reerguendoeu e meu marido amamos e voltaremosapenas observação a uma funcionaria super ma educada por volta das mas não vou julgar o parque mal só porque uma pessoa não estava em um dia bomhora do horror fomos em dois dos tuneis e ambos muito bonsvale a pena ir sim,1
para quem já esteve no parque outras vezes em diferentes momentos do parque foi uma experiência um pouco insatisfatória visto que muitas atrações não funcionam como deveriam com problemas na mecânica e no dinamismo das mesmas alguns passaram por pinturas mascarando os defeitos um descaso visto o preço do passaporte e do live pass os funcionários só estão felizes na entrada e salvo alguns brinquedos na maioria estão trabalhando dobrado e sem satisfação o parque que era sinônimo de alegria está no mínimo um sinônimo de helpme o castelo di lendas mostra isso claramente um show de horror para as crianças fora do horário que seria a noite os bonecos não funcionam totalmente sem a manutenção devida um filme d terror poderia ser gravado ali dentro a montanha russa teve diversas paradas com as pessoas no brinquedo em momentos de pico de sol as paradas não foram só ali no looping do super homem que irrita qualquer um com a decolagem e a música do mesmo que estoura o timpano de qualquer um que fica ali embaixo por mais de uma hora ou na atração ao lado que enrosca as engrenagens e não deveria estar ativa foi no mínimo frustrante não encontrar algumas atrações e ver o descaso com o parque pintura não traz mais clientes qualidade no serviço sim a noite do horror foi um caso a parte surpreendente superando as expectativas deveriam encerrar as atrações já que os funcionários que estavam nas abertas preferiam curtir a noite e dizer q as atrações também estavam em manutenção como no caso da mina do joe detalhe para o fato do parque abrir e a maioria das atrações só iniciarem após às h,0
visitamos o parque no dia e foi a pior experiência que tivemosfilas sendo furadas o tempo todo por quem tem vip pass ele não tem controle nenhum sempre que chegava um vip eles simplesmente passavam na frente faziam isso por umas rodadas seguidas do brinquedo desanimadoros funcionários estão visivelmente desanimados e perdidos demoram para te atender em tudo que você precisaconseguiram demorar quase horas para prepararem hot dogs todos que estavam na fila já estavam visivelmente nervosos pela demora e falta de vontade em preparar os lanches os funcionários estavam discutindo entre eles enquanto nós clientes assistíamos o bateboca na filaconseguimos ir em apenas brinquedos devido a imensa demora nas filas reforçando que eles passam os vips todos na sua frente enquanto a fila normal fica parada por mais de minutos uma total falta de respeito o mínimo que deveriam fazer era intercalar porém não é o que aconteceresumindo pior experiência que tivemos nunca o meu dinheiro foi tão mal gasto como ter ido a este parque,0
adoramos cada segundo deste dia atrações para todos da família nossos filhos tem e anos excelente estrutura para alimentação para todos os gostos e custobenefício assistimos a uma peça incrível na programação saímos exaustos passamos o dia inteiro e almoçamos no parque e com vontade de voltar alguns brinquedos molham então sugiro uma roupa extra não pegamos muita fila mas algumas pessoas furam e isso irrita o elevador permanece fechado mas como sou medrosa nem reclamo peguem o mapa e sigam porque as distâncias são grandes,1
fui com minha irmã e crianças entre a anos todos curtiram muito tinha fila nos brinquedos mas nada que desanimasse as filas até que estavam rápidas então deu para aproveitar bastante já que tem para todos os gostos do mais corajoso ao mais medroso só não gostamos muito do atendimento online que ao invés de tirar nossas dúvidas nos deixou mais confusas pelas respostas automáticas mas do resto saímos todos satisfeitos e com certeza voltaremos,1
as filas para os brinquedos estão enormes a volta do vip pass só piorou o andamento do parque valores absurdos dos lanches e comidas muitas atrações com varias pausas para manutenção chegando a passar quase o dia todo sem funcionar como aconteceu com a katapul da última vez que eu fui quando voltou a funcionar era final de tarde e a fila estava imensa,0
visitei o parque no dia quintafeira fomos em pessoas e a visita foi muito prazerosa fomos em vários brinquedos filas médias nada demorado aproveitamos muito bem o passeio visitei o parque umas vezes incluindo esta e desta vez foi a visita na qual eu mais consegui ir em atrações após a reabertura em é a segunda vez que visito estava com receio por conta da substituição do presidente do parque mas ao verificar que o parque continua com a manutenção em dia e com quase a totalidade das atrações em funcionamento o receio logo foi deixado de lado a noite do horror estava excelente um clima bem real de horror e monstros muito bem produzidos e interpretados o show é muito bommais uma vez a visita foi maravilhosa voltarei sempre que possível,1
fiz a compra de ingressos no qual está marcado para o dia gostaria de trocar para o dia por conta do mal tempo depois de muitas tentativas consegui falar no celular desse pós venda e trocar o dia passei o número da compraa atendente pedindo sempre um minutinho e simplesmente desligouligo novamente e desliga não é centralé um telefone celular comum toca uma vezdesligamtoca duas vezes desligamtoca vezes desligam de novo pra comprar fazem de tudo mas quando precisamosnão estão nem aíé um carro cheio e uma moto pedidos segue em anexo,0
me surpreendi bastante com o park tudo pensado nos minimos detalhes hora do horror sensacional todos os brinquedos funcionando pouca fila e organização total super recomendo,1
péssimo lugar para bom com a família funcionários péssimos tratamento na entrada horrível paga um valor enorme para péssimo tratamentonunca mais coloco os pés neste parque,0
recomendo a ida ao hopi hari ao menos uma vez na hora do terror além de ótimos brinquedos a noite estava sem palavras por ter ido em uma quintafeira comum deu para ir em todos os brinquedos que queríamos sem a necessidade de comprar o vip pass inclusive de ir em todas as casas e túneis de terror os monstros e efeitos especiais estavam de dar medofuncionários muito atenciosos e ótimos em suas performances alguns brinquedos infelizmente quebraram enquanto estamos na fila ou aumentaram o tempo de espera enquanto alguns não haviam previsão para abrir porém não estragou a diversão,1
a montanha russa é horrível sério não vá ela é de madeira e bate muuuuuito e não tem nenhum apoio para a cabeça sai de lá com uma baita dor de cabeça e o pescoço doendo muito arrependimento define não sei como ela ainda tá funcionando pq é desumano ela ainda estar funcionando fui na do superman também e nem se compara essa vale muito a pena ir meu marido foi no bungee jumping e achou incrível mas o preço é puxado espero que façam as melhorias e que não fechem pq é um lugar divertido para a família passar o dia,0
já estive varias vezes no parque mas após um tempo sem ir fiquei bastante contente em ver que o parque está bem melhor vários brinquedos funcionando todos com manutenções durante o dia para não ocorrer nenhum transtorno desagradável as lanchonetes também estão bem melhores notamos uma qualidade muito maior nos lanches estavam ótimos funcionários bem atenciosos e educados tivemos bastante sorte em relação a quantidade de gente apesar de aparentemente estar bem lotado conseguimos aproveitar bastante os brinquedos conseguindo repetir a montanha russa de madeira a montanha russa no escuro e o rio bravo brinquedos que nas vezes anteriores era difícil ir nos três só se comprasse o vip dessa vez acho que até que comprar o vip não era necessário porém como eu disse tivemos sorte cada dia é diferente do outroa hora do horror também estava bem legal a decoração e os tuneis eram muito bem planejados vale muito a pena levar uns sustos e a balada era sensacionalficamos feliz em ver que o parque está voltando com tudo com certeza voltaremos para lá e curtir mais um pouco desse lugar incrível,1
como é bom poder ir ao parque e ver que ele esta top de novo muito feliz estava meio apreenssivo por causa daquela polêmica toda mas o parque tirou de letra muito top,1
parque reestruturado com ótimos funcionários tudo muito limpo e funcionando perfeitamente alguns brinquedos fechados mas nada que estragasse a nossa diversão show voltaremos com certeza,1
fui no dia pra comemorar meu aniversário e dia dos pais ganhei ingresso de aniversariante e meu esposo do dia dos pais fui com meus filhos e esposo até ai tava ótimo pq foi ingressos na faixa mas até pra comprar os ingressos já começamos mal superrr lotado uma fila q não andava de baixo de um sol escaldante depois pra entrar mais fila enormee pra revista depois mais fila pra guardar mochiladepois mais fila comprar algo pra comer depois uma fila extremamente longa e demorada quase horas na fila do rio bravo ai mandei meu filho ir comprar o vip pass pra tentar passar na frente mas lá na compra foi uma demora sem fim que quando ele chegou já tinhamos ido no brinquedo saindo do brinquedo meu esposo já estava morrendo de dor de cabeça tudo pq ficou quase hs de baixo do sol escaldante depois pra ir nos outros brinquedos descobrimos que nem todos aceitavam vip passque por sinal foi bem carogastei quase só nelesdevido ao mal estar do meu esposo precisamos levar ele na enfermaria e ser medicado ai ele foi deitar um pouco no carro e na volta pro parque foi barrado e quase precisou comprar ingresso pra entrar novamenteele foi deitar no carro pq foi medicado e precisava descansar um pouco ai começou o início do primeiro fds da hora do horror e queríamos ver a abertura e vimos só que quando acabou a abertura fomos ir nos brinquedos ai fomos pra roda gigante e a bendita travou com nós lá em cima ficamos minutos lá em cima e quando descemos fomos tentar aproveitar mais um pouco os brinquedos mas ai piorou tudo pq os brinquedos já estavam encerrados e não aproveitamos nada do vip pass usamos só brinquedosgastamos quase r mil reais e não aproveitamos nada nem replay conseguimos não vou dizer q odiei pq deu pra ir em alguns brinquedos e estava com minha família e foi um dia de comemoração dupla mas em relação ao parque em si eu detestei pois investi um dinheiro pra me divertir com minha família mas de diversão não tivemos quase nada naooo recomendo esse parqueq de diversão não tem nada só frustação,0
estive no parque dia com meus filhos adolescentes minha esposa e um amigo ficamos hs na fila da montanha russa montezum o brinquedo é de madeira saímos com vários hematomas no corpo meu amigo trincou a tela do seu celular vários brinquedos não estavam funcionando o parque abre às hs e vários brinquedos fecham às hs não vale a pena não gostei e não voltarei noite do horror muito fraquinha,0
o parque está melhorando a maioria dos brinquedos está funcionando novamente a um bom número de atrações ainda tem resquícios de aparência de abandono em certos lugares mas da pra ver que o parque está se esforçando para entregar um produto de qualidade o que me incomoda um pouco é o vip pass pois acaba fazendo com que as filas fiquem um pouco mais demorada pra quem não tem a hora do horror está bacana portanto está valendo a pena ir no parque estudante pagar meia é uma boa,1
o parque é muito bom pra diversão mas alguns brinquedos estão precisando de reparo inclusive a montanha russa ela parou pra manutenção durante a espera na fila e quando andei entendi o porque não tem segurança e nem conforto no geral achei o preço bom para as opções que o parque oferece outras são pagas fora a parte do ingresso como o bungee jump lanches com um preço razoável ambiente limpo e agradável,1
não tenho nada a reclamar apenas elogios amei todos o brinquedos que eu fui fui no dia final da hora do horror então peguei filas enormes nos brinquedos que conseguir ir mas vale apena cada fila eu gostei iriei mais vez sim mas vou procurar ir em dia mais calma pra pode brincar mais vezes nos brinquedos,1
hopi hari hora do horror teve um pessoal que me pediu umas informações e dicas para ir ao evento então achei mais fácil postar aquijá foram aí uns ou anos desde a minha última ida ao parque e posso dizer que a e as notícias ruins são mais divulgadas que as boas e as pessoas perdem grandes oportunidades por issoa verdade é que um dos motivos de não ter ido mais ao parque era justamente o tempo que se passava nas filas acredite que já cheguei a ficar horas na fila da montezum a montanha russa de madeira ou seja era ir em duas atrações e acabou o diaclaro que só isso não foi o motivo para a queda da qualidade do parque porém era para mim o principal motivo por não ir maiso fato é que os parques no brasil passaram por fases ruins exemplo o fechamento do playcenter saudades e até mesmo o beto carrero que está em fase inicial de vendaporém pelo menos agora não da pra dizer futuramente ir ao hopi hari está infinitamente melhor porém com algumas dicas a principal é compre o vip passessa nova gestão trouxe um programa que já víamos em outros parques é basicamente você comprar um passe para furar a fila das atrações ou seja você vai no brinquedo por outro lugar sem fila na verdade até tem em alguns brinquedos pois mais pessoas compram mas no máximo uns minutos como foi no caso da montanha russa do super homem a katapul já as demais era chegar e entrar o preço varia da temporada como fui na época do evento hora do horror paguei r pode ser em x sem juros no cartãoo passe te dá o direito de furar a fila uma vez por atração as normais e uma vez nas atrações especiais da hora do horroragora se quiser ir novamente então terá que encarar as filas normais que nos fins de semana nas atrações principais vão de hrs a hrs ou seja se não comprar o vip pode esquecer ir em tudo que tem no parque em apenas um dia veja a hora de funcionamento das atraçõesapesar do parque abrir as horas nem tudo começa a funcionar assim que abre e também nem tudo funciona até a hora de fecharna frente de cada atração tem uma placa que informa isso assim você se programa melhor aproveite todas as atrações antes de começar a hora do horrora hora do horror começa assim que escurece o parque muda totalmente em comparação ao dia pra facilitar existem luzes vermelhas pelo parque para mostrar onde terá o evento e onde não terá se você não quiser participar ou tiver medo ou com crianças vá para esses locais sem luz vermelha lá as luzes são as mesmas originais do parque quando não tem esse evento e os monstros não vão até láo evento vai até as quando tem um show de encerramento incrível em um palco no meio do parquedigo para aproveitar as atrações tradicionais do parque antes de começar porque as atrações montadas para a hora do horror só funcionam no horário do evento das as e depois na hora do show do encerramento nenhuma atração funciona somente o setor de comidaaqui nas atrações especiais que só tem durante a hora do horror também pode usar o vip pass e como junta todo mundo do parque que tem esse acesso nos mesmos lugares vai ter fila mas no máximo uns minutos oq pode levarentre no site oficial do parque que lá tema revista na entrada barra tudo que não pode ou você volta e deixa no carro ou vai pro lixo alimentaçãoesse eu não posso opinar pq não comi eu levei umas bolachas na mochila mesmo pq comer e rodar e virar de ponta cabeça não ia dar muito certo pelo menos pra mim kkkk mas pelo que eu vi os preços são os tradicionais das redes fast food que todo mundo conhece aqui não tem vip pass então não vou afirmar o tempo que leva mas o pessoal que foi no mesmo dia que eu falou entre a minutos enfimo parque mudou as filas estão menores pois agora limitase o número de pessoas no parque por dia e o vip pass te ajuda a ir em tudo e ainda sobra tempoacho que é issodivirtase e bon bini hopi hari,1
já tem um tempo que eu não vou no parque mas do o título de um bom parque há muitos brinquedos e atrações divertidas que dá para adolescente crianças e adultos brincarem porém na última visita que fui alguns brinquedos um dos melhores e mais radicais não estavam funcionando mas creio que o parque está tomando medidas para melhorar gostaria muito de poder retornar a este parque temático chamado hopi hari tem outro parque que já foi fechado eu moro em são paulo que no caso era playcenter também era bom para aqui mas aqui estou falando sobre o hopi hari espero e eles melhore os pontos onde precisa de melhorias para as pessoas se divertir da melhor forma,1
estive no parque dia no famtour depois de muitos anos sem ir bom o parque está bom a maioria dos brinquedos estão funcionando o parque está fazendo de tudo para melhorar e esta ficando bomporém tem alguns pontos que precisa de atenção como o cuidado com pinturas das atrações e areá de alimentação fiquei na aérea de alimentação da liga da justiça que está merecendo uma reforminha pois tem vestigos mesas e cadeiras velhas e problema com infiltração nos tetos também está precisando de um boa pintura na entrada do parque pois está bem antiga a pintura e alguns cenários estão com aparência de abandono então vale uma atenção tambémagora o que precisa melhorar e muito e o atendimento a maioria dos funcionários não são cordiais tem uns que são até ignorantes e se mostravam perdidos para dar informações então vale a pena ser visto esse aspecto que é super importantetirando esses probleminhas super recomendo o parque a hora do horror da pra levar uns sustos legaise gostei muito desse vip pass se torna a diversão mais legal e sem filas,1
parque incrível com várias atrações e brinquedos radicais eu e minha família adoramos o passeio,1
o parque cumpre o que promete em matéria de diversão embora alguns brinquedos estivessem fechados conseguimos passar o dia inteiro e desfrutar de todas as atrações os shows são um ponto fraco comparando com outros parques do gênero a alimentação tem valor acessível e os banheiros são conservados e limpos uma boa opção para todas as idades aos finais de semana as filas ficam longas prefira os primeiros dias,1
parque super organizado funcionários atenciosos experiencia incríveldesde a chegada ao parque notamos a maestria no encantamento do parque que preza pela experiencia do visitante ruas limpas lixeiras organizadas banheiros limpos lojas com atendentes super solícitos restaurante com comida e bebidas de ótima qualidade e atores maravilhosos hopi hari está de parabéns voltarei em breve,1
parque limpo organizado valeu muito a pena estive no local no dia o show que promoveram foi fora de sérieapocalipse arrasaram parabéns a todos os envolvidos,1
parque simplesmente perfeito valeu cada centavo e com toda certeza vou voltar mais vezes fui dia na noite do horror,1
para voltar a ser o mesmo parque falta muito funcionários mau humorados segurança nos brinquedos principalmente na montanha russa zero castelo das lendas pelo amor de deus é para espantar as criancinhas e olhem gostaria muito de ter outra opinião porque são paulo merecia um super parque mas infelizmente fiquei decepcionada espero sinceramente que melhore que receba o investimento que merece,0
infelizmente o parque deu uma caída gigante depois do acidente e ate agora nao conseguiu se reerguer falta manutenção pintura e segurancaeu nao me sinto seguro e ainda mais a montezum meu deus eu achei que fosse sair de cadeira de rodas a pior montanha russa que existe no planeta,0
de todas as vezes q já frequentei o parque essa foi sem sombra de dúvidas a melhor visita parque vazio todos os brinquedos funcionando xceto a torre funcionários super prestativos parque impecável quanto a limpeza está tudo maravilhoso acredito que o fato da limitação de visitantes no parque fez total diferença dando pra aproveitar todas as atrações do parque o valor do ingresso está um pouquinho salagado mais ainda assim está valendo a pena,1
pela primeira vez fui ao hopi hari com adolescentes o parque é bem variado amplo com atrações para todas as idades me surpreendi com o parque o evento a hora do horror é muito bem produzido o mais engraçado eram ver algumas pessoas realmente com medo os funcionários do parque são muito gentis e bem treinados para receber o público também gostei muito dos lanches os sanduíches estavam muito saborosos conheço outros parques como beto carrero e disney e universal e o hopi hari não me decepcionou talvez uns pequenos detalhes de acabamento mas diversão para a família não faltou,1
minha experiência foi ótima não sei se foi por ser em uma quintafeira mas o parque estava vazio e sem filas o que foi ótimo pois além de conseguir ir em todos os brinquedos que estão todos funcionando com exceção da torre e do evolution se não me engano conseguimos repetilos os preços dos alimentos são acessíveis e os funcionários muito simpáticos a noite do terror foi a melhor que já fui e olha que já fui muitas vezes os labirintos criados para esse fim são bastante assustadores foi muito divertido correr dos monstros pelo parque as luzes vermelhas deixam o ambiente mais assustador ainda por fim não poderia deixar de elogiar o encerramento da noite do terror que show que coisa mais linda juro que fiquei arrepiada e não foi de medo rs a entrega dos personagens é bonito de ver tanto durante todos os momentos da noite do terror como no encerramento recomendo muito com toda a certeza voltarei,1
fomos comemorar o dia dos pais no parque eu ia sempre há alguns anos mas depois do acidente foi a primeira vez que fui achei que estava quase tudo ótimo adorei que tenha comida vegana o único problema é a montezum ela já balançava antes mas agora está muito pior ela te bate demais demais fiquei com dores e hematomas mesmo que ela passe por inspeções de segurança e ninguém vá cair dela há chance de outros tipo de acidentes como fraturas fiquei sabendo hoje que há alguns dias uma mulher quebrou duas costelas lá se eu soubesse antes nem teria ido nessa atração acho que está na hora de tirar essa atração antes que tenha algum acidente sério como fratura de alguma vértebra que afete a medula de alguém por exemplo,1
apenas o evolution não estava funcionando uma pena porque na minha opinião é um dos melhores a noite na hora do horror várias pessoas fantasiadas de monstros circulam pelo parque com exceção da área infantil assustando as pessoas há algumas atrações montadas para esse fim que funcionam a partir das a balada é muito animada contagiante as luzes se acendem em vermelho dando um clima sombrio para os adultos não achei tão assustador mas é divertido,1
parque muito legal e com muitas opções divertidas para todas as idades a parte ruim como de qualquer parque são as filas mas não é culpa deles o que não achei legal tbm é que algumas atrações só abrem mais tarde deveriam ficar abertas no tempo de funcionamento do parquefuncionários muito atenciosos e simpáticos,1
